Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Mohr_1_1_Ctrl Spectral Count	Mohr_1_2_Ctrl Spectral Count	Mohr_1_3_Ctrl Spectral Count	Mohr_2_1_CBN375 Spectral Count	Mohr_2_2_CBN375 Spectral Count	Mohr_2_3_CBN375 Spectral Count	Mohr_3_1_CBN550 Spectral Count	Mohr_3_2_CBN550 Spectral Count	Mohr_3_3_CBN550 Spectral Count	Mohr_4_1_CBN772 Spectral Count	Mohr_4_2_CBN772 Spectral Count	Mohr_4_3_CBN772 Spectral Count	Mohr_5_1_ASHRAE Spectral Count	Mohr_5_2_ASHRAE Spectral Count	Mohr_5_3_ASHRAE Spectral Count	Mohr_6_1_A2FINE Spectral Count	Mohr_6_2_A2FINE Spectral Count	Mohr_6_3_A2FINE Spectral Count	Mohr_1_1_Ctrl Intensity	Mohr_1_2_Ctrl Intensity	Mohr_1_3_Ctrl Intensity	Mohr_2_1_CBN375 Intensity	Mohr_2_2_CBN375 Intensity	Mohr_2_3_CBN375 Intensity	Mohr_3_1_CBN550 Intensity	Mohr_3_2_CBN550 Intensity	Mohr_3_3_CBN550 Intensity	Mohr_4_1_CBN772 Intensity	Mohr_4_2_CBN772 Intensity	Mohr_4_3_CBN772 Intensity	Mohr_5_1_ASHRAE Intensity	Mohr_5_2_ASHRAE Intensity	Mohr_5_3_ASHRAE Intensity	Mohr_6_1_A2FINE Intensity	Mohr_6_2_A2FINE Intensity	Mohr_6_3_A2FINE Intensity	Indistinguishable Proteins
sp|Q9Y3E1|HDGR3_HUMAN	Q9Y3E1	HDGR3_HUMAN	HDGFL3	203	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hepatoma-derived growth factor-related protein 3 	1.0000	0.9990	5	74	35	74	7	6	7	5	6	4	3	2	2	3	5	5	4	4	3	4	2	2	6942135	2461486	4552670	2396741	1939769	1564797	2769190	1135302	1368955	2330804	2396363	2117827	3077871	2543409	2450648	1501056	903070	1008243		
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Talin-1 	1.0000	0.9990	31	224	222	224	16	14	14	21	15	17	5	3	3	14	14	14	24	17	20	4	4	5	2326796	2337058	2136879	4053321	3010590	2427383	13079392	2885851	6111929	4382780	3478698	3943727	4200443	3239086	3384602	2043759	5288704	9005676		
sp|Q9Y4K0|LOXL2_HUMAN	Q9Y4K0	LOXL2_HUMAN	LOXL2	774	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Lysyl oxidase homolog 2 	1.0000	0.9990	9	70	70	70	7	5	6	7	3	4	0	0	0	7	5	5	7	6	8	0	0	0	3163911	1512125	1584634	2277471	700321	578301	     0	     0	     0	3051386	1364822	1865100	3527905	1213998	1324055	     0	     0	     0		
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1 	1.0000	0.9990	9	145	138	145	11	10	14	11	10	10	0	1	1	9	11	11	13	11	12	4	3	3	15237249	6413627	10346189	10198393	10238179	7326120	     0	1190126	1203423	10887230	12002300	8502168	16162844	8988972	8779240	15164776	6902607	8226236		
sp|Q9Y4Y9|LSM5_HUMAN	Q9Y4Y9	LSM5_HUMAN	LSM5	91	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm5 	1.0000	0.9990	1	19	19	19	2	2	1	1	3	1	0	0	0	1	3	1	1	3	0	0	0	0	224195	159476	131600	582628	552841	142880	     0	     0	     0	317020	429734	239490	269823	311938	     0	     0	     0	     0		
sp|Q9Y5K6|CD2AP_HUMAN	Q9Y5K6	CD2AP_HUMAN	CD2AP	639	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	CD2-associated protein 	1.0000	0.9990	5	67	67	67	4	4	5	6	3	3	1	2	0	5	4	6	5	4	4	5	3	3	819962	907153	787494	1619564	1862852	648169	258854	314797	     0	1153673	751626	998235	919274	704003	645513	1115529	757853	282845		
sp|Q9Y5P6|GMPPB_HUMAN	Q9Y5P6	GMPPB_HUMAN	GMPPB	360	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Mannose-1-phosphate guanyltransferase beta 	1.0000	0.9990	4	25	25	25	1	2	1	3	3	2	0	0	0	2	2	1	3	2	2	0	0	1	602807	1650518	608632	1613668	1593099	673895	     0	     0	     0	1195046	3758694	590782	2433567	1040922	1614971	     0	     0	296743		
sp|Q9Y5S9|RBM8A_HUMAN	Q9Y5S9	RBM8A_HUMAN	RBM8A	174	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	RNA-binding protein 8A 	1.0000	0.9990	5	49	49	49	5	2	2	6	4	3	1	0	0	4	4	4	6	3	4	1	0	0	2986063	409547	529891	4184415	4779518	2082415	3629843	     0	     0	4620351	4707279	834386	3890973	876398	2320439	1525785	     0	     0		
sp|Q9Y5Z4|HEBP2_HUMAN	Q9Y5Z4	HEBP2_HUMAN	HEBP2	205	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Heme-binding protein 2 	1.0000	0.9990	4	32	32	32	4	2	2	2	3	2	0	0	0	3	3	3	2	2	4	0	0	0	3977525	1319418	1446064	2689854	2993123	1171905	     0	     0	     0	3620403	3327137	1994869	2477165	1591740	2353763	     0	     0	     0		
sp|Q9Y617|SERC_HUMAN	Q9Y617	SERC_HUMAN	PSAT1	370	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Phosphoserine aminotransferase 	1.0000	0.9990	6	15	15	15	2	1	0	0	0	3	1	1	0	2	2	0	2	0	1	0	0	0	1147704	120825	     0	     0	     0	1164928	937054	449506	     0	1163926	528671	     0	1489017	     0	252050	     0	     0	     0		
sp|Q9Y624|JAM1_HUMAN	Q9Y624	JAM1_HUMAN	F11R	299	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Junctional adhesion molecule A 	1.0000	0.9990	3	16	16	16	1	1	2	1	1	2	1	0	1	1	2	0	1	1	1	0	0	0	271169	265559	763208	227328	261653	503393	4160104	     0	1054611	238263	721719	     0	244960	210523	333925	     0	     0	     0		
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Importin-5 	0.9999	0.9990	2	15	15	15	1	1	1	1	1	1	0	0	0	2	1	2	1	2	1	0	0	0	170681	179789	103089	551574	262411	183760	     0	     0	     0	897826	383670	262945	310440	249127	266215	     0	     0	     0		
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 5 	0.9999	0.9990	2	2	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	548423	     0	     0	     0	     0	     0	     0	     0	     0	     0	704807	     0	     0	     0	     0	     0	     0	     0		
sp|O76038|SEGN_HUMAN	O76038	SEGN_HUMAN	SCGN	276	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Secretagogin 	0.9999	0.9990	2	19	19	19	1	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	568078	263850	312836	401881	835944	261016	1082547	425781	     0	700737	904378	655994	1301681	562254	     0	709206	494449	882207		
sp|O76070|SYUG_HUMAN	O76070	SYUG_HUMAN	SNCG	127	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Gamma-synuclein 	0.9999	0.9975	2	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393893	     0	270885	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P04085|PDGFA_HUMAN	P04085	PDGFA_HUMAN	PDGFA	211	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Platelet-derived growth factor subunit A 	0.9999	0.9990	2	16	16	16	1	1	0	2	1	0	0	1	1	2	0	1	1	1	1	1	1	1	510909	281828	     0	1471553	515189	     0	     0	456659	446564	1248746	     0	338676	408915	495972	352041	770828	957099	872823		
sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	SOD2	222	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Superoxide dismutase [Mn], mitochondrial 	0.9999	0.9990	2	15	15	15	1	1	1	1	1	2	0	0	0	1	1	2	1	1	2	0	0	0	1822689	944658	734181	1701297	2528926	2048193	     0	     0	     0	3064242	3305804	2819352	3631466	2245902	4330322	     0	     0	     0		
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Sex hormone-binding globulin 	0.9999	0.9990	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	307598	290360	     0	     0	     0	     0		
sp|P14678|RSMB_HUMAN	P14678	RSMB_HUMAN	SNRPB	240	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein-associated proteins B and B' 	0.9999	0.9975	2	15	0	15	1	1	1	1	1	1	0	0	0	1	2	2	1	1	2	0	0	0	692384	383347	419236	447819	796128	992862	     0	     0	     0	816184	1940199	1355090	895315	520274	1678097	     0	     0	     0	sp|P63162|RSMN_HUMAN	
sp|P35030|TRY3_HUMAN	P35030	TRY3_HUMAN	PRSS3	304	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Trypsin-3 	0.9999	0.9990	2	5	5	5	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	     0	112652	149234	     0	217438	148410	     0	     0	     0	2870058	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P49591|SYSC_HUMAN	P49591	SYSC_HUMAN	SARS1	514	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic 	0.9999	0.9990	2	9	9	9	0	0	0	0	1	1	0	0	0	1	1	1	1	1	2	0	0	0	     0	     0	     0	     0	261213	181891	     0	     0	     0	340338	389676	198042	478802	299975	665636	     0	     0	     0		
sp|P50914|RL14_HUMAN	P50914	RL14_HUMAN	RPL14	215	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L14 	0.9999	0.9990	2	12	12	12	1	1	0	0	1	0	2	1	1	2	1	0	0	0	0	0	1	1	176321	262192	     0	     0	305415	     0	881008	364808	357030	1032216	383920	     0	     0	     0	     0	     0	187149	269728		
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S3a 	0.9999	0.9990	2	5	5	5	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	393026	344055	     0	     0	393843	     0	     0	     0	     0	690088	368777	     0	     0	     0	     0	     0	     0	     0		
sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D1 	0.9999	0.9990	2	12	12	12	1	1	1	1	1	0	0	0	0	1	1	2	1	1	1	0	0	0	496630	206112	345288	355797	284325	     0	     0	     0	     0	572662	411018	497312	542337	296288	302841	     0	     0	     0		
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Malectin 	0.9999	0.9980	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	1441826	     0	     0	     0	     0	     0		
sp|Q16769|QPCT_HUMAN	Q16769	QPCT_HUMAN	QPCT	361	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glutaminyl-peptide cyclotransferase 	0.9999	0.9990	2	5	5	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	     0	     0	208410	     0	     0	     0	     0	129420	     0	     0	     0	     0	     0	     0	     0	286222	183459	256055		
sp|Q5T0N5|FBP1L_HUMAN	Q5T0N5	FBP1L_HUMAN	FNBP1L	605	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Formin-binding protein 1-like 	0.9999	0.9990	2	5	5	5	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	300019	310422	     0	5970131	     0	307863	     0	     0	     0	     0	     0		
sp|Q86U28|ISCA2_HUMAN	Q86U28	ISCA2_HUMAN	ISCA2	154	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Iron-sulfur cluster assembly 2 homolog, mitochondrial 	0.9999	0.9986	2	6	6	6	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	     0	     0	     0	     0	     0	     0	3147734	1972392	2819326	     0	527755	     0	     0	     0	     0	     0	275842	     0		
sp|Q99460|PSMD1_HUMAN	Q99460	PSMD1_HUMAN	PSMD1	953	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 1 	0.9999	0.9953	2	8	8	8	0	0	1	1	0	1	0	0	0	0	1	1	0	1	2	0	0	0	     0	     0	130177	260385	     0	274500	     0	     0	     0	     0	310989	307602	     0	147335	487524	     0	     0	     0		
sp|Q9GZX9|TWSG1_HUMAN	Q9GZX9	TWSG1_HUMAN	TWSG1	223	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Twisted gastrulation protein homolog 1 	0.9999	0.9990	1	6	6	6	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	1405283	925106	877553	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q9H2U2|IPYR2_HUMAN	Q9H2U2	IPYR2_HUMAN	PPA2	334	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Inorganic pyrophosphatase 2, mitochondrial 	0.9999	0.9990	3	16	16	24	1	1	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	1	1567070	877233	1230291	1150778	2304280	1188657	     0	     0	     0	2569047	3024520	1705760	2808624	2452248	2151634	1612018	1166634	1660752		
sp|Q9UHJ6|SHPK_HUMAN	Q9UHJ6	SHPK_HUMAN	SHPK	478	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Sedoheptulokinase 	0.9999	0.9980	2	4	4	4	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	     0	406808	     0	     0	652947	     0	     0	     0	     0	     0	845565	     0	296745	     0	     0	     0	     0	     0		
sp|Q9ULZ3|ASC_HUMAN	Q9ULZ3	ASC_HUMAN	PYCARD	195	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Apoptosis-associated speck-like protein containing a CARD 	0.9999	0.9990	2	6	6	6	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	     0	143198	     0	181372	     0	     0	     0	     0	     0	168241	185577	     0	     0	     0	     0	     0	     0	     0		
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Sorting nexin-12 	0.9999	0.9990	2	8	8	8	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	1	1	     0	     0	     0	     0	     0	     0	7414542	3707790	2919733	     0	     0	     0	     0	     0	     0	203491	226636	293481		
sp|P13591|NCAM1_HUMAN	P13591	NCAM1_HUMAN	NCAM1	858	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neural cell adhesion molecule 1 	0.9998	0.9968	2	3	3	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	     0	     0	     0	187237	311418	     0	     0	     0	     0	     0	     0	     0	3973602	     0	     0	     0	     0	     0		
sp|P13928|ANXA8_HUMAN	P13928	ANXA8_HUMAN	ANXA8	327	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Annexin A8 	0.9998	0.9979	2	7	0	7	0	0	0	0	0	1	0	0	0	1	1	0	1	2	1	0	0	0	     0	     0	     0	     0	     0	186922	     0	     0	     0	555944	388257	     0	533510	732393	387691	     0	     0	     0	sp|Q5VT79|AXA81_HUMAN	
sp|P23141|EST1_HUMAN	P23141	EST1_HUMAN	CES1	567	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Liver carboxylesterase 1 	0.9998	0.9990	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	844916	     0	     0	     0		
sp|P29373|RABP2_HUMAN	P29373	RABP2_HUMAN	CRABP2	138	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cellular retinoic acid-binding protein 2 	0.9998	0.9990	3	10	10	11	0	0	1	0	1	1	0	0	0	1	1	1	2	1	1	0	0	0	     0	     0	208136	     0	378599	251029	     0	567463	     0	479259	506560	296598	944494	451556	536380	     0	     0	     0		
sp|P47972|NPTX2_HUMAN	P47972	NPTX2_HUMAN	NPTX2	431	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neuronal pentraxin-2 	0.9998	0.9988	2	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	427044	208601	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-1A 	0.9998	0.9990	7	43	7	54	5	3	1	2	2	3	1	1	1	4	3	3	5	3	3	1	1	1	3120189	1295366	208027	8132887	1500133	4599880	2088566	1144612	1047023	10175776	5643757	6870425	10922926	2755010	2577691	3300374	2096957	2961213		
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L11 	0.9998	0.9989	2	4	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	     0	     0	     0	     0	     0	     0	     0	     0	325700	221518	     0	     0	     0	     0	     0	179986	     0	     0		
sp|Q02487|DSC2_HUMAN	Q02487	DSC2_HUMAN	DSC2	901	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Desmocollin-2 	0.9998	0.9990	2	13	13	13	0	1	2	1	1	1	0	0	0	2	1	1	1	1	1	0	0	0	     0	218996	462313	162421	221518	143787	     0	     0	     0	820480	345164	289307	419124	     0	333827	     0	     0	     0		
sp|Q15262|PTPRK_HUMAN	Q15262	PTPRK_HUMAN	PTPRK	1439	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase kappa 	0.9998	0.9966	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	167166	     0	     0	     0	     0	     0		
sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec23B 	0.9998	0.9990	2	16	3	16	1	1	0	1	1	0	0	0	0	1	2	1	2	2	2	1	0	1	253994	186860	     0	545980	200422	     0	     0	     0	     0	301918	847775	675405	588302	899502	494487	129353	     0	114717		
sp|Q9NR12|PDLI7_HUMAN	Q9NR12	PDLI7_HUMAN	PDLIM7	457	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 7 	0.9998	0.9955	2	6	6	6	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	372421	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	380126	348443	     0	590617	309331	633000		
sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 3 	0.9998	0.9990	2	10	10	10	0	0	1	2	2	0	0	0	0	1	1	1	1	0	1	0	0	0	     0	     0	218437	475862	452487	     0	     0	     0	     0	349332	319853	356868	134840	     0	268216	     0	     0	     0		
sp|Q9Y2J2|E41L3_HUMAN	Q9Y2J2	E41L3_HUMAN	EPB41L3	1087	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Band 4.1-like protein 3 	0.9998	0.9990	2	5	5	5	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	     0	     0	     0	2527320	     0	711850	4336936	     0	3169801	     0	     0	     0	     0	173512	     0	     0	     0	     0		
sp|C9JRZ8|AK1BF_HUMAN	C9JRZ8	AK1BF_HUMAN	AKR1B15	316	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member B15 	0.9997	0.9941	4	3	3	33	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	10439204	2255524	3311109	7755050	8625537	3344766	     0	     0	     0	11375686	11353140	4512266	12869270	5039352	5085399	     0	     0	     0		
sp|O75175|CNOT3_HUMAN	O75175	CNOT3_HUMAN	CNOT3	753	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 3 	0.9997	0.9990	2	5	5	5	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	385217	     0	     0	     0	     0	     0	     0	291384	425545	     0	     0	     0	     0	     0	     0	     0	2322163	3170375		
sp|P02462|CO4A1_HUMAN	P02462	CO4A1_HUMAN	COL4A1	1669	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(IV) chain 	0.9997	0.9984	2	5	0	5	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	     0	185835	162808	     0	     0	     0	     0	     0	     0	494885	534910	     0	     0	150593	     0	     0	     0	     0		
sp|P11766|ADHX_HUMAN	P11766	ADHX_HUMAN	ADH5	374	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alcohol dehydrogenase class-3 	0.9997	0.9990	2	4	4	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	210661	     0	     0	     0	     0	     0	     0	644625	     0	     0	     0	195451	     0	     0	     0	793960	     0	     0		
sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Nidogen-1 	0.9997	0.9989	2	5	5	5	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	     0	     0	     0	     0	     0	     0	267790	150131	164912	     0	     0	     0	140474	     0	201912	     0	     0	     0		
sp|P46776|RL27A_HUMAN	P46776	RL27A_HUMAN	RPL27A	148	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L27a 	0.9997	0.9986	2	5	5	5	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	1442022	766622	521875	473111	406431	     0	     0	     0	     0	     0	     0	     0		
sp|P61081|UBC12_HUMAN	P61081	UBC12_HUMAN	UBE2M	183	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	NEDD8-conjugating enzyme Ubc12 	0.9997	0.9990	2	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	     0	     0	     0	     0	     0	     0	     0	225704	     0	     0	     0	     0	142151	     0	     0	     0	     0	461772		
sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Single-stranded DNA-binding protein, mitochondrial 	0.9997	0.9990	2	15	15	15	2	1	2	1	1	1	0	0	0	1	1	3	0	1	1	0	0	0	222608	169263	893195	311459	124460	168276	     0	     0	     0	178540	258217	831674	     0	281932	191866	     0	     0	     0		
sp|Q86VS8|HOOK3_HUMAN	Q86VS8	HOOK3_HUMAN	HOOK3	718	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein Hook homolog 3 	0.9997	0.9990	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	498384	     0	     0	     0	125042	     0	     0	     0		
sp|Q92896|GSLG1_HUMAN	Q92896	GSLG1_HUMAN	GLG1	1179	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Golgi apparatus protein 1 	0.9997	0.9988	2	10	10	10	1	1	1	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0	694337	434189	214536	1306311	692075	230796	     0	     0	     0	     0	     0	     0	     0	367425	261600	     0	     0	     0		
sp|Q9NPH2|INO1_HUMAN	Q9NPH2	INO1_HUMAN	ISYNA1	558	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Inositol-3-phosphate synthase 1 	0.9997	0.9989	2	4	4	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	166877	     0	     0	220683	     0	     0	     0	     0	     0	191106	     0	     0	     0	     0	116682	     0	     0	     0		
sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	1098	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Transcription elongation regulator 1 	0.9996	0.9981	2	4	4	4	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	     0	     0	     0	     0	     0	     0	     0	1121291	728530	1525213	     0	     0	     0	     0	     0	     0	348075	     0		
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	AP-1 complex subunit gamma-1 	0.9996	0.9981	2	5	5	5	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	     0	     0	     0	139216	     0	     0	     0	     0	     0	     0	     0	115127	125909	     0	     0	     0	321262	528211		
sp|P20020|AT2B1_HUMAN	P20020	AT2B1_HUMAN	ATP2B1	1220	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 1 	0.9996	0.9986	1	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	233498	110377	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q08752|PPID_HUMAN	Q08752	PPID_HUMAN	PPID	370	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase D 	0.9996	0.9990	2	9	9	9	0	0	0	1	1	0	1	0	0	1	1	1	0	2	1	0	0	0	     0	     0	     0	152812	150360	     0	1518697	     0	     0	202406	228436	150418	     0	209205	170313	     0	     0	     0		
sp|Q13200|PSMD2_HUMAN	Q13200	PSMD2_HUMAN	PSMD2	908	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 2 	0.9996	0.9990	1	10	10	10	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	464491	310271	281741	     0	648010	236538	     0	     0	     0	682269	540041	     0	668837	524151	590917	     0	     0	     0		
sp|Q8TAQ2|SMRC2_HUMAN	Q8TAQ2	SMRC2_HUMAN	SMARCC2	1214	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	SWI/SNF complex subunit SMARCC2 	0.9996	0.9919	2	3	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	     0	     0	183407	     0	     0	     0	     0	     0	148810	     0	     0	     0	     0	     0	792165	     0	     0	     0		
